Latitude,Longitude,Postcode,Region Type,Sector,Suburb,Type,﻿Name
-22.0876,134.775,0872,Very Remote,Gov,Utopia,Combined,Arlparra School
-32.1616,116.016,6112,Major Cities,Gov,Armadale,Special,Armadale Education Support Centre
"-32.1478, -37.8522","116.026, 145.018","6112, 3143",Major Cities,Gov,Armadale,Primary,Armadale Primary School
-32.1616,116.016,6112,Major Cities,Gov,Armadale,Secondary,Armadale Senior High School
-30.5195,151.664,2350,Inner Regional,Gov,Armidale,Primary,Armidale City Public School
-30.51925421,151.6532283,2350,Inner Regional,Gov,Armidale,Secondary,Armidale Secondary College
-38.2314,144.364,3217,Major Cities,Gov,Armstrong Creek,Primary,Armstrong Creek School
-38.2315603,144.3641921,3218,Major Cities,Gov,Armstrong Creek,Special,Armstrong Creek School - Specialist P-12 Campus
-33.9405,151.146,2205,Major Cities,Gov,Arncliffe,Primary,Arncliffe Public School
-33.9318,151.145,2205,Major Cities,Gov,Arncliffe,Primary,Arncliffe West Infants School
-33.6201,150.85,2765,Major Cities,Non-Gov,Oakville,Combined,Arndell Anglican College
-33.8032,151.126,2113,Major Cities,Gov,North Ryde,Special,Arndell School
-37.6664,144.542,3337,Major Cities,Gov,Harkness,Primary,Arnolds Creek Primary School
-33.91300107,150.8195609,2179,Major Cities,Non-Gov,Austral,Primary,Arrahman College
-33.7573,151.242,2086,Major Cities,Gov,Frenchs Forest,Special,Arranounbai School
-33.8112,151.186,2064,Major Cities,Gov,Artarmon,Primary,Artarmon Public School
-33.8164,151.007,2150,Major Cities,Gov,Parramatta,Secondary,Arthur Phillip High School
-37.579,145.203,3099,Inner Regional,Gov,Arthurs Creek,Primary,Arthurs Creek Primary School
-27.9451,153.366,4214,Major Cities,Gov,Arundel,Primary,Arundel State School
-33.8787,151.237,2027,Major Cities,Non-Gov,Edgecliff,Combined,Ascham School
-34.9908,138.554,5043,Major Cities,Gov,Park Holme,Primary,Ascot Park Primary School
-27.4329,153.056,4007,Major Cities,Gov,Ascot,Primary,Ascot State School
-37.7768,144.932,3032,Major Cities,Gov,Ascot Vale,Special,Ascot Vale Heights School
-37.7743,144.926,3032,Major Cities,Gov,Ascot Vale,Primary,Ascot Vale Primary School
-37.7807,144.911,3032,Major Cities,Gov,Ascot Vale,Primary,Ascot Vale West Primary School
-32.0866,115.985,6110,Major Cities,Gov,Gosnells,Primary,Ashburton Drive Primary School
-37.8622,145.084,3147,Major Cities,Gov,Ashburton,Primary,Ashburton Primary School
-33.8988,151.119,2193,Major Cities,Gov,Ashbury,Primary,Ashbury Public School
-38.1387,144.347,3218,Major Cities,Gov,Geelong West,Primary,Ashby Primary School
-33.9204,150.897,2168,Major Cities,Gov,Ashcroft,Secondary,Ashcroft High School
-33.9164,150.898,2168,Major Cities,Gov,Ashcroft,Primary,Ashcroft Public School
-31.8079,115.844,6065,Major Cities,Gov,Darch,Primary,Ashdale Primary School
-31.8107,115.841,6065,Major Cities,Gov,Darch,Secondary,Ashdale Secondary College
-33.8895,151.129,2131,Major Cities,Gov,Ashfield,Secondary,Ashfield Boys High School
-31.9148,115.941,6054,Major Cities,Gov,Ashfield,Primary,Ashfield Primary School
-33.8897,151.128,2131,Major Cities,Gov,Ashfield,Primary,Ashfield Public School
-29.3213,151.095,2361,Outer Regional,Gov,Ashford,Combined,Ashford Central School
-27.4481,152.977,4060,Major Cities,Gov,Ashgrove,Primary,Ashgrove State School
-37.61436,145.127,3754,Major Cities,Gov,Doreen,Primary,Ashley Park Primary School
-41.5249,146.704,7304,Outer Regional,Gov,Deloraine,Special,Ashley School
-35.1245,147.333,2650,Inner Regional,Gov,Wagga Wagga,Primary,Ashmont Public School
-27.9893,153.381,4214,Major Cities,Gov,Ashmore,Primary,Ashmore State School
-32.7724,151.601,2323,Major Cities,Gov,Ashtonfield,Primary,Ashtonfield Public School
-27.6291,152.557,4340,Inner Regional,Gov,Ashwell,Primary,Ashwell State School
-37.8641,145.103,3147,Major Cities,Gov,Ashwood,Secondary,Ashwood High School
-37.8597,145.107,3147,Major Cities,Gov,Ashwood,Special,Ashwood School
-38.31084846,146.3799644,3814,Inner Regional,Gov,Garfield North,Special,Ashwood School-Garfield North Outdoor Education Centre
-33.444,151.427,2260,Major Cities,Non-Gov,Terrigal,Special,Aspect Central Coast School
-33.43586,151.41571,2260,Major Cities,Non-Gov,Terrigal,Special,Aspect Central Coast School Senior College
-33.4369,151.352,2250,Major Cities,Non-Gov,East Gosford,Special,"Aspect Central Coast School, East Gosford"
-33.2681,151.554,2263,Major Cities,Non-Gov,Noraville,Special,"Aspect Central Coast School, Noraville"
-33.298,151.417,2259,Major Cities,Non-Gov,Tuggerah,Special,"Aspect Central Coast School, Tuggerah"
-33.503,151.304,2256,Major Cities,Non-Gov,Woy Woy,Special,"Aspect Central Coast School, Woy Woy"
-32.7834,151.637,2322,Major Cities,Non-Gov,Thornton,Special,Aspect Hunter School
-32.8107,151.443,2326,Major Cities,Non-Gov,Abermain,Special,"Aspect Hunter School, Abermain Satellite"
-32.27929,150.88474,2333,Inner Regional,Non-Gov,Muswellbrook,Special,"Aspect Hunter School, Muswellbrook Satellite"
-31.4539,152.897,2444,Inner Regional,Non-Gov,Port Macquarie,Special,"Aspect Hunter School, Port Macquarie High School Satellite"
-31.4298,152.897,2444,Inner Regional,Non-Gov,Port Macquarie,Special,"Aspect Hunter School, Port Macquarie Primary Satellite"
-32.8092,151.663,2322,Major Cities,Non-Gov,Tarro,Special,"Aspect Hunter School, Tarro Satellite"
-32.8989,151.716,2289,Major Cities,Non-Gov,Waratah West,Special,"Aspect Hunter School, Waratah West Satellite"
-34.0278,150.701,2570,Major Cities,Non-Gov,Cobbitty,Special,Aspect Macarthur School
-34.0879816,150.8269358,2560,Major Cities,Non-Gov,Campbelltown South,Special,"Aspect Macarthur School, Airds"
-34.0695,150.818,2560,Major Cities,Non-Gov,Campbelltown,Special,"Aspect Macarthur School, Campbelltown"
-33.95290043,150.9507236,2173,Major Cities,Non-Gov,Holsworthy,Special,"Aspect Macarthur School, Holsworthy"
-34.0257,150.853,2566,Major Cities,Non-Gov,Minto,Special,"Aspect Macarthur School, Minto"
-30.31244456,153.1334482,2450,Inner Regional,Non-Gov,Coffs Harbour,Special,"Aspect Macarthur School, Northern Rivers Coffs Harbour"
-33.9322,150.836,2171,Major Cities,Non-Gov,West Hoxton,Special,"Aspect Macarthur School, West Hoxton"
-36.0843,146.918,2640,Inner Regional,Non-Gov,Albury,Special,Aspect Riverina School
-35.06548025,147.3596592,2678,Inner Regional,Non-Gov,Wagga Wagga,Special,Aspect Riverina School Wagga Campus
-36.084,146.916,2640,Inner Regional,Non-Gov,Albury,Special,"Aspect Riverina School, Kiewa Street Albury Campus"
-36.0538,146.93,2640,Inner Regional,Non-Gov,North Albury,Special,"Aspect Riverina School, Moresby Park Centre"
-36.063,146.935,2640,Inner Regional,Non-Gov,Albury,Special,"Aspect Riverina School, North Albury Campus"
-35.1416,147.375,2650,Inner Regional,Non-Gov,Kooringal,Special,"Aspect Riverina School, Wagga Wagga Campus"
-34.3639,150.896,2518,Major Cities,Non-Gov,Corrimal,Special,Aspect South Coast School
-34.5722358,150.763547,2527,Major Cities,Non-Gov,Albion Park,Special,"Aspect South Coast School, Albion Park"
-34.5595,150.846,2528,Major Cities,Non-Gov,Barrack Heights,Special,"Aspect South Coast School, Barrack Heights"
-34.45183909,150.8419588,2526,Major Cities,Non-Gov,Unanderra,Special,"Aspect South Coast School, Unanderra"
-34.40839438,150.8788833,2522,Major Cities,Non-Gov,Wollongong,Special,"Aspect South Coast School, Wollongong University"
-33.9723,151.056,2210,Major Cities,Non-Gov,Peakhurst,Special,Aspect South East Sydney School
-33.8501,151.03,2144,Major Cities,Non-Gov,Auburn,Special,"Aspect South East Sydney School, Auburn"
-33.9011,151.089,2191,Major Cities,Non-Gov,Belfield,Special,"Aspect South East Sydney School, Belfield"
-34.0452,151.123,2229,Major Cities,Non-Gov,Caringbah,Special,"Aspect South East Sydney School, Caringbah"
-33.8763329,151.1130013,2132,Major Cities,Non-Gov,Croydon,Special,"Aspect South East Sydney School, Croydon"
-33.9605,151.112,2220,Major Cities,Non-Gov,Hurstville,Special,"Aspect South East Sydney School, Hurstville"
-34.0134,151.083,2232,Major Cities,Non-Gov,Kareela,Special,"Aspect South East Sydney School, Kareela"
-33.8781,151.152,2040,Major Cities,Non-Gov,Leichhardt,Special,"Aspect South East Sydney School, Leichhardt"
-34.04260873,151.052266,2232,Major Cities,Non-Gov,Loftus,Special,"Aspect South East Sydney School, Loftus"
-33.9472,151.252,2035,Major Cities,Non-Gov,Maroubra,Special,"Aspect South East Sydney School, Maroubra"
-33.9061,151.162,2204,Major Cities,Non-Gov,Marrickville,Special,"Aspect South East Sydney School, Marrickville"
-34.0189,151.022,2234,Major Cities,Non-Gov,Menai,Special,"Aspect South East Sydney School, Menai"
-33.8784,151.027,2143,Major Cities,Non-Gov,Regents Park,Special,"Aspect South East Sydney School, Regents Park"
-34.9509,138.575,5035,Major Cities,Non-Gov,Ashford,Special,Aspect Treetop School
-33.7633,151.219,2087,Major Cities,Non-Gov,Forestville,Special,Aspect Vern Barnett School
-33.7894,151.079,2122,Major Cities,Non-Gov,Eastwood,Special,"Aspect Vern Barnett School, Eastwood"
-33.7606,151.221,2087,Major Cities,Non-Gov,Forestville,Special,"Aspect Vern Barnett School, Forestville"
-33.8162,151.169,2066,Major Cities,Non-Gov,Lane Cove,Special,"Aspect Vern Barnett School, Lane Cove"
-33.6747,151.302,2103,Major Cities,Non-Gov,Mona Vale,Special,"Aspect Vern Barnett School, Mona Vale"
-33.7291,151.166,2075,Major Cities,Non-Gov,St Ives,Special,"Aspect Vern Barnett School, St Ives"
-33.8483,150.915,2164,Major Cities,Non-Gov,Wetherill Park,Special,Aspect Western Sydney School
-33.7741,150.9,2148,Major Cities,Non-Gov,Blacktown,Special,"Aspect Western Sydney School, Blacktown"
-33.6011,150.759,2753,Major Cities,Non-Gov,Richmond,Special,"Aspect Western Sydney School, Bourke Street, Richmond"
-33.7397,150.997,2154,Major Cities,Non-Gov,Castle Hill,Special,"Aspect Western Sydney School, Castle Hill"
-33.8314,150.791,2178,Major Cities,Non-Gov,Kemps Creek,Special,"Aspect Western Sydney School, Kemps Creek - Emmaus"
-33.8295,150.789,2178,Major Cities,Non-Gov,Kemps Creek,Special,"Aspect Western Sydney School, Kemps Creek - Trinity"
-33.7426,150.886,2148,Major Cities,Non-Gov,Marayong,Special,"Aspect Western Sydney School, Quakers Road, Marayong"
-33.7054,150.892,2762,Major Cities,Non-Gov,Schofields,Special,"Aspect Western Sydney School, Schofields"
-33.8534,150.934,2164,Major Cities,Non-Gov,Smithfield,Special,"Aspect Western Sydney School, Smithfield"
-33.6643,150.597,2777,Major Cities,Non-Gov,Springwood,Special,"Aspect Western Sydney School, Springwood"
-33.74912172,150.8883226,2148,Major Cities,Non-Gov,Marayong,Special,"Aspect Western Sydney School, St Andrews College Senior Campus"
-33.7055,150.889,2762,Major Cities,Non-Gov,Schofields,Special,"Aspect Western Sydney School, St Joseph's"
-33.6643,150.597,2777,Major Cities,Non-Gov,Springwood,Special,"Aspect Western Sydney School, St Thomas Aquinas"
-33.5984,150.758,2753,Major Cities,Non-Gov,Richmond,Special,"Aspect Western Sydney School, Windsor Street, Richmond"
-38.0225,145.117,3195,Major Cities,Gov,Aspendale Gardens,Primary,Aspendale Gardens Primary School
-38.0203,145.1,3195,Major Cities,Gov,Aspendale,Primary,Aspendale Primary School
-32.1393,115.912,6112,Major Cities,Gov,Piara Waters,Primary,Aspiri Primary School
-27.3619,153.024,4034,Major Cities,Gov,Aspley,Primary,Aspley East State School
-27.3565,153.021,4034,Major Cities,Gov,Aspley,Special,Aspley Special School
-27.3572,153.024,4034,Major Cities,Gov,Aspley,Secondary,Aspley State High School
-27.3699,153.015,4034,Major Cities,Gov,Aspley,Primary,Aspley State School
-33.6923,151.103,2077,Major Cities,Gov,Asquith,Secondary,Asquith Boys High School
-33.6897,151.113,2077,Major Cities,Gov,Asquith,Secondary,Asquith Girls High School
-33.6857,151.112,2077,Major Cities,Gov,Asquith,Primary,Asquith Public School
-27.8585,153.302,4209,Major Cities,Non-Gov,Upper Coomera,Combined,Assisi Catholic College
-32.51,115.747,6210,Major Cities,Non-Gov,Mandurah,Primary,Assumption Catholic Primary School
"-28.2253, -37.301","152.028, 144.948","4370, 3764",Inner Regional,Non-Gov,"Warwick, Kilmore",Secondary,Assumption College
-33.9374,151.138,2205,Major Cities,Gov,Arncliffe,Primary,Athelstane Public School
-34.8674,138.699,5076,Major Cities,Gov,Athelstone,Primary,Athelstone School
-17.2601,145.486,4883,Outer Regional,Gov,Atherton,Secondary,Atherton State High School
-17.2614,145.481,4883,Outer Regional,Gov,Atherton,Primary,Atherton State School
-37.9703,145.151,3172,Major Cities,Gov,Springvale South,Primary,Athol Road Primary School
-31.4766,115.621,6037,Inner Regional,Non-Gov,Two Rocks,Combined,Atlantis Beach Baptist College
-32.0257,115.802,6156,Major Cities,Gov,Attadale,Primary,Attadale Primary School
-30.9304,150.847,2345,Outer Regional,Gov,Attunga,Primary,Attunga Public School
-32.1454,115.863,6164,Major Cities,Gov,Atwell,Secondary,Atwell College
-32.1359,115.868,6164,Major Cities,Gov,Atwell,Primary,Atwell Primary School
-32.1728,115.864,6164,Major Cities,Gov,Aubin Grove,Primary,Aubin Grove Primary School
-33.8429,151.034,2144,Major Cities,Gov,Auburn,Secondary,Auburn Girls High School
-37.8398,145.045,3123,Major Cities,Gov,Hawthorn East,Secondary,Auburn High School
-33.8417,151.039,2144,Major Cities,Gov,Auburn,Primary,Auburn North Public School
"-37.8203, -34.0262","145.051, 138.684","3123, 5451","Major Cities, Inner Regional",Gov,"Hawthorn East, Auburn",Primary,Auburn Primary School
-33.854,151.033,2144,Major Cities,Gov,Auburn,Primary,Auburn Public School
-37.8395,145.045,3123,Major Cities,Gov,Hawthorn East,Primary,Auburn South Primary School
-33.8609,151.02,2144,Major Cities,Gov,Auburn,Primary,Auburn West Public School
-25.7971,146.583,4477,Very Remote,Gov,Augathella,Primary,Augathella State School
-32.4956,137.785,5700,Outer Regional,Gov,Port Augusta,Primary,Augusta Park Primary School
-34.318,115.158,6290,Inner Regional,Gov,Augusta,Primary,Augusta Primary School
-27.6558,152.877,4300,Major Cities,Gov,Augustine Heights,Primary,Augusta State School
-33.7897,151.1607,2066,Major Cities,Gov,Lane Cove North,Secondary,Aurora College
-37.8402,145.151,3130,Major Cities,Gov,Blackburn South,Special,Aurora School
-34.4718,150.419,2576,Inner Regional,Non-Gov,Bowral,Combined,Aurora Southern Highlands Steiner School
-13.3539,141.729,4892,Very Remote,Gov,Aurukun,Combined,Aurukun State School
-32.592497,115.805401,6208,Major Cities,Non-Gov,South Yunderup,Primary,Austin Cove Baptist College
-32.5925,115.805,6208,Major Cities,Non-Gov,South Yunderup,Combined,Austin Cove Baptist College - California Crescent Campus
-37.7567,145.059,3084,Major Cities,Gov,Heidelberg,Special,Austin Hospital School
-34.3054,150.935,2515,Major Cities,Gov,Austinmer,Primary,Austinmer Public School
-42.7849,147.239,7011,Inner Regional,Gov,Claremont,Primary,Austins Ferry Primary School
-33.9345,150.813,2179,Major Cities,Gov,Austral,Primary,Austral Public School
-33.8958,151.178,2042,Major Cities,Gov,Newtown,Primary,Australia Street Infants School
-36.55433089,145.9968778,3672,Inner Regional,Non-Gov,Benalla,Combined,Australian Christian College - Benalla
-38.11594868,145.1948651,3977,Major Cities,Non-Gov,Skye,Combined,Australian Christian College Casey
-41.0444,145.81,7322,Outer Regional,Non-Gov,Somerset,Combined,Australian Christian College - Burnie
-32.1737,116.005,6112,Major Cities,Non-Gov,Brookdale,Combined,Australian Christian College - Darling Downs
-42.8395,147.353,7015,Inner Regional,Non-Gov,Geilston Bay,Combined,Australian Christian College - Hobart
-41.3861,147.127,7248,Inner Regional,Non-Gov,Newnham,Combined,Australian Christian College - Launceston
-33.6782,150.838,2765,Major Cities,Non-Gov,Riverstone,Combined,Australian Christian College - Marsden Park
-27.0578,152.953,4510,Major Cities,Non-Gov,Caboolture,Combined,Australian Christian College - Moreton
-32.5759,151.183,2330,Inner Regional,Non-Gov,Singleton,Combined,Australian Christian College - Singleton
-34.9952,117.922,6330,Outer Regional,Non-Gov,Albany,Combined,Australian Christian College - Southlands
-37.7363,144.966,3058,Major Cities,Non-Gov,Coburg,Combined,Australian International Academy of Education
-37.745788,144.738715,3023,Major Cities,Non-Gov,Caroline Springs,Primary,Australian International Academy of Education - Caroline Springs Primary Campus
-37.7466,144.739,3023,Major Cities,Non-Gov,Caroline Springs,Combined,Australian International Academy of Education - Caroline Springs Senior Campus
-37.7265,144.959,3058,Major Cities,Non-Gov,Coburg North,Combined,Australian International Academy of Education - Senior Campus
-33.6974,150.963,2155,Major Cities,Non-Gov,North Kellyville,Combined,"Australian International Academy, Kellyville Campus"
-33.8929,151.089,2135,Major Cities,Non-Gov,Strathfield,Combined,"Australian International Academy, Sydney, Strathfield Campus"
-33.8752,151.206,2000,Major Cities,Non-Gov,Sydney,Secondary,Australian International High School
-27.5971,152.988,4077,Major Cities,Non-Gov,Durack,Combined,Australian International Islamic College
-27.49548,153.036,4102,Major Cities,Non-Gov,Buranda,Combined,Australian International Islamic College - Buranda Campus
-28.0021,153.356,4211,Major Cities,Non-Gov,Carrara,Combined,Australian International Islamic College - Carrara Campus
-27.71319329,153.0954246,4133,Major Cities,Non-Gov,Logan Reserve,Combined,Australian International Islamic College - Logan Reserve Campus
-12.41994528,130.9175261,0828,Outer Regional,Non-Gov,Berrimah,Primary,Australian International Islamic College Darwin
-37.84658443,144.8631362,3015,Major Cities,Non-Gov,Newport,Primary,Australian Islamic Centre College
-31.9027,115.874,6059,Major Cities,Non-Gov,Dianella,Combined,Australian Islamic College (Dianella)
-32.17023016,115.9242312,6112,Major Cities,Non-Gov,Forrestdale,Combined,Australian Islamic College (Forrestdale)
-31.80546049,115.978485,6055,Major Cities,Non-Gov,Henley Brook,Combined,Australian Islamic College (Henley Brook)
-31.9809,115.932,6105,Major Cities,Non-Gov,Kewdale,Combined,Australian Islamic College (Kewdale)
-32.0538,115.961,6108,Major Cities,Non-Gov,Thornlie,Combined,Australian Islamic College (Thornlie)
